sentiment,text
1,@16Frames I like Wed and Thurs because So You Think You Can Dance is on those nights 
1,Bride wars  i love kate hudson + anne hathaway
0,We have to do homework is boring    ... I love you Miley!!  
1,Quitting school and becoming a professional ballerina....or hokey pokey dancer.....since That's what It's all about after all 
0,Couldnt find bestie bracelets 
0,Bored... Too hot to go anywhere  Lame.
1,"the weekend is here &amp; I intend on enjoying every last minute of it - thank you, Lord for days of fun &amp; rest! get out there &amp; get busy! "
0,"while the new #Tweetdeck updates are good, I am not able 2 minimize the app to the system tray. It used 2 happen with d earlier version. "
1,@peteplague Thank you for following me: I really apprecaite it! Looking forward to your tweets! 
0,"@samarthb: This is a silly reason for technology not to work, and it makes me sad "
0,Cleaning My House need help 
1,THANKS GUYS! 200 FOLLOWERS 
1,@JackAllTimeLow @riandawson Cute. A Man-Date 
1,@Itaygabay but i will try to be positive its the only way out 
1,HIIIIIIIIIIII!!!!!  Back to Stuart today
0,JUST HAD AN AWFUL DEATH EXPERIENCE.. ON SOARING SUMI WITH CHARLOTTE   TIMES ARE HARD 
0,@belle_lulu Oh no  Why the awful day?
0,"Watching a movie all by my lonesome  I miss my baby, but soon  he will be headed home."
0,looking on C# and asp.net code...  but looking forward for my one year old jacket project.
1,is finally a few days off  so excited!!!!!! then interning!!!
1,@1root oh yeees! I like Terminator too! 
0,has to wake up at 5am tmr 
1,@atebits I think Tweetie would be completely perfect with the addition of number of tweets posted on my own and other users profiles. T y 
0,packin isnt suceful. ii havnt even strtd  yet i have a wk. i hve hayfever  its anoyin GRRRRR! nd i cnt tke anythin cuz ill hve an ova dose
0,"The new iPhone 3.0 software on the first generation phone: no cut but copy and paste work, my apps disappeared, no mms feature for us "
0,@beeslay alice! freya and claire are making me watch Jurasic Park  it shit me up! wwaaaaaaaaaahhh help mee?
0,ive got a headache now 
1,@tmofee i prefer to google Ron Purtee - thats a lot more fun. More egofilled though 
1,"@iljitsch oh, absolutely! Gun law article was a disaster. Quotes were pretty wild though "
1,Movies with Thao &amp; Jessica! Watching the Hangover again!  so funny!
1,Good luck whitt! You're in my thoughts 
1,is going to watch Howl's Moving Castle before attempting to draw the castle. Get me in the mood and all that 
0,@falloutkid07 Was it any good?  DH wants to see it but the reviews were bad.  
0,@ Everyone.... I can't send you a DM if you are NOT following me....that hurts....sad faced ME....  (Do I smell? ) My  Arrid is working!!!
0,Nikki doesn't know how to share. 
0,Jason Priestly was in the Okanagan on the weekend and I missed out  Way to get the invite AFTER the event.
1,@clairecircuit 6Music For The Win 
1,@nelsonmaud hiya Maureen 
1,@TheVadyGirl I want out on a lough! 
0,"First, I broke my brand new eye shadow... Freaken crap!!! And now, I just broke my good brush... Seriously wtf?!? Ugh!!!!!! "
1,@veronicasmusic Hey !! Thanks so much for following me  &lt;3 I love you and your music is ammazing !! I hope you'll come to Finland someday?
1,"@GiaMardakis @ItsVickyBaby I went to a party and I hated this guy &amp; 20min ago we kissed on mid cheek mid lip  OMG, Ill talk to him tomorro"
1,"@zacjones13 why, hello there  How's life on the other side of the screen?"
1,@thegreatjapo @maryk3lly thanks for joining! 
0,@loveandsandwich http://bit.ly/RufuE  i can't fit more than one link per @  so there's two!
0,"Up so early this morning, and asleep so late! Curse this heat! Just made a mistake on a custom order that I'll now have to re-do "
0,Sooo sleepy all I want to do is cuddle up and watch a movie 
1,just done eating lunch 
0,@kulinarykev oh my friend passed away and I just started thinking about her agian  it's really hard for me to belive she's gone
1,"@MadCoreyLee lol i'd hate to be responsible for that! no arguing, i'm going to bed, even the kids went to bed early.. strange but good "
1,"Bon Jovi, Simple Plan, Goo goo dols and &quot;New Divide&quot; Linkin Park are Rock my day. Yeeeeeeeeeeeeeeeeeeeeaaaaaaaaaaaaaaaaaaahhhhhhhhhhhhh "
1,i like commenting on christian bale  he's a babe lmao !
0,@Claudia83 awwwwww  that makes me sad! Coulda used some friends tonight.... It was a crazy busy night!....
0,like somebody just been shot down 
0,tonight was so lame! 
0,waiting for patrick to arrive and my toe is aching 
1,"@princessTEEN Jason is hooking it up! Success! Haha a little bit.  oh he did spark my attention I've seen him before, its meant to be!"
0,Only 30 mins of laptop life left 
1,@lisam75 i'm aiming for half marathon in derry in september.. being quite optimistic! only started running last week 
0,I almost busted my legs going to a class that hasn't even started yet. 
0,"i was wrong, msg came from an unknown number, turns out to be one of my highschool friends, whom i forgot to re-add to my omnia "
1,"Got about 6 hours of sleep, eh, I'll settle for that.  Beach today! Holla, it's been like 2 months since I last went to the beach. haha"
0,@Xpt_PK1 we need to hang out I miss my sister 
0,@broahleyshere yay ! i couldnt find it when i left 
1,I'm so proud of my 9 year old daughter who played her first gold tourney today!  She scored beeter than I could! 
1,@macpowell Great way to finish up in Scotland!  Praising Jesus knows no boundaries!!!  
0,http://twitpic.com/7yarx the pager for Cheesecake factory... 45 mins... 
1,"@wendilynnmakeup Ali, Zachary, Heroes, Obsessed, and Star Trek all nominated for Teen Choice Awards 2009! Heroes got 6 Nominations! "
0,@LizAdams_ liz i have lobster shoulders so i have to cover my arms in foundation and i have made a mess of my nails for prom 
0,@discreet215 if only it would stay down 
0,My wine fridge quit working a few days ago...  Frankly I forgot about it until I wanted wine 
1,@shaunmichaelb weee..xD they're just moneygrubbing  :'D You're from Washington? Cool 
0,had a dream last night that i lost all of my followers.. all 5 of them 
1,"@Greenpeace XENA warrior princess  And yes, she rocks!  Battle on!"
0,my child managed to get poison ivy/oak on his eye ... managed to get some benedryl gel around the area with qtip  poor eye
0,My internet is failing.  Not many sites that I visit WORK :&lt;
0,"@gabiib I WILL, I WILL  askldjksajdas thank you so much ._.e eu vou te dar, to levando meu cel, reza por mimmmm amigaa &gt;&lt; e to com a flag"
0,"Just woke up. Feeding Genevieve some Cheerios, sipping on some coffee. I have no idea what I'm doing today. Please be nice outside now "
1,take a look at the brownies that i made..  http://bit.ly/ujEiR  &amp;&amp;its yummy too ;p
1,"@ethanluck oooooh it's only for NBA. bummer! i was hoping it was just a sports app, i really like the layout! thanks though "
0,aaaargh I have an exam in 90 minutes and my insides are misbehaving horribly. I don't know if I can manage w/o bathroom for 2.5 hours. 
0,Ugh I feel gross 
1,i had spam and rice for lunch 
1,misses anna-kate and steph and the weird things we find to do 
1,@ V_Live had a great time tonight... fabulous place! 
1,@MalloryDestiny Hi there ! 
1,@rissacupcake hey hey sweetie!  how are you 
1,"@KatxIllustrious I do jazz, hip-hop, lyrical, and modern  but I'm quitting modern and going back to ballet and doing street tap !"
1,@Anne11Duke For some it became toxic. Cheer up friend! Only a couple weeks til good times w/ Bryan Greenberg  I am excited.
0,"went to sleep with my hair still abit wet last nigh, what a mess it is now "
0,I have no idea who those blokes are  @DCbigpappa @dandyscopic  @wrhunt @downtheticket @DCBadger @jwtrautman  http://pikchur.com/aD9
0,Can't seem to log in back to yahoo messanger 
0,one out of 17 aint bad  
0,@dolfinamie no!!!! and theres some *nice* preshow shots in there  jrk JK and Ddub no shirt... i like.. lol imma find away to get it.. lol
0,10 o' clock. Loves still not home yet. 
0,@sashraf Well that just makes me feel bad  sorry guys.
1,@missymiss1978 they like to fuck with us...shit alll D says is holla!!! lol but i love him 
0,@RenovationThrpy Please note though that we are monitoring all excessive emotion as expressed via !!!! but not  or ;o)
0,exhausted from only 4 hours of sleep...do NOT want to go to work right now 
0,I have for the first time EVER gone to perezhilton.com! He has videos that I can actually watch! God bless China and her censorship laws 
0,"Perfect, its raining again.. "
0,@4majeed 
1,@ayeena_sd yeah! and yes i do use a base  ps. u looked hott on friday!!!!! ;P
0,"@LaurenConrad i want to read your book, L.A candy, but its not in stores yet here "
0,In Charlotte with my Mom and sister enjoying time with them missing my hubby and kids though 
1,@hanaabanana Oh Yes Happy Birthday to Your Sis for Tomorrow!  x
0,"grow tall sugarcane, eat that soil, drink the rain. but know they'll chase you if you play their little games, so run fast sugarcane. Ã¢ÂÂ« "
0,@Lhriangel now I'm hungry 
1,"@mrmartyna Thank you for following me, I really appreciate it! Look forward to your tweets! "
0,having a bad feeling 
0,ugh i need my PHONE 
0,@iaintnohomo  Banana will be playing later. BUT. Shell be playing with Caro.
1,"@deBASHmode Oooo, can't wait to hear what the punishment is, coming from him "
0,"@oolivia__ I work at 11:30, how about you? Same, I don't want to get up "
1,r @DigitalBlue It's not all that bad.  if you're interested in .Net programming MS has free Express editions of Visual Studio.
1,@mellermoo hey thanks for following....your cool! 
1,@jbruin And I try to pretend mine doesn't exist. 
0,...is still waiting for his call 
0,@Dannymcfly PLEASE TAKE A LOOK http://twitpic.com/5aokw me and @milabarreto made this for you and couldnt give it to you in Rio  ..
1,Hello the Twitterverse  Anyone like Avon products? I love the stuff that much became a rep - costs me more money than i earn!! haha
0,Had fun at the graduation ceremony... I'm gonna miss everyone I know...   CLASS OF '09!!!!!!
0,I want to to back to sleep. Lydia talks too much. I miss having a cell phone. 
0,its a friday and i have nothing to do but sit here and waste my time on twitter and facebook.. i'm sooo lame ! 
1,"@Itxi_Itx I grew up on V! Anyway, it's us green aliens that are after the cattle - you purple flying ones do your own thing... "
1,"@musicislife90 yeah, i guess so. "
0,god.my mom is making me get off the comp.  ttyl.xx.
1,"From Saturday.  You know it was a good ride if at the end, you're this muddy.    http://snurl.com/g9tkl"
0,It's apparent that Trace doesn't want me here in twitterville 
0,"@thecarrow yeah, I hope so too, but I'm not home tomorrow! "
1,Diamonds - Breathe Carolina 
0,@D_Rizzle  W ish I could be there! Next weekend!
0,Wish I could do #dcth for once but I'm off to my biz comm class 
0,Had a really cool ride today. Slow and chatty; but we still fought hard for the sprint finish. Forgot to turn on the Garmin so no stats. 
0,@hollycheyenne craziness. I need some (consistent) sun!  
1,"@juliaxgulia No prob.  How's new job?  Can we expect you at #Masquertweet?? (yes, a 3 (now 4 part tweet  )"
0,second load of washing ready so im off to hang it out then who knows? matricide? genocide? suicide?  JOKING!!!!! prob renf gala day 
0,well back to working doubles on the weekends 
1,@Jacquitee  your a superwomen!
0,i'm gonna miss eddy if we're half the country apart 
1,@ShannonElizab sorry Derek is sick. Hope he feels better soon! I'm sure he's glad you're there taking care of him though. 
0,is that thunder i hear? 
0,Sitting at work bored as hell watching the rain fall. I need a damn computer or a crackberry 
0,@RiskyBusinessMB wish I could come 
1,I really miss the original Tetris!  cannot believe it has been 25 years 
0,@mileycyrus SCOTLAND is still waiting for a concert date!! dont let us down please  so many fans
0,Downside of doing the AIDS Walk... I caught a cold and my right leg is sore. 
0,Waiting for Claire or @twinkletwinkol to go online. I need therapy. 
0,"Just groomed dogs, feel like I'm eating dog hair now. "
0,Heeeeeeeeey!!!!!!!! I'm bored  oh well I always am.
1,"@ryanduenas Oh my, that's embarrassing. LOL We're still going to Fat Baby on Monday, tomorrow.  Putting ony our dancing shoes."
0,Just made some chammomile tea with honey and lemon. My throat hurts 
1,"@GClooney61 Know what you mean.Everytime I log in, it seems as if nobody has to do anything else than twitter. Good to know that you have "
1,@MakingSense 18 
0,is getting sadder &amp; sadder every day realizing the NKOTB ride is over   for now at least
0,Where have all the nice people gone? 
0,alesa 7 i went to the Harbour w/2 REP pilots for dinner - now watching THE ROCK till i can sleep - too full  
1,Faithful servants leads to amazing results Jesus moving in my school! 
1,@dinidu That would be most welcome by everyone over here 
1,@DragonGaze thanks 
1,"I think more people should come and visit me, so i don't get so bored "
0,Actually @ashycee I don't know when NAPLAN is 
1,@_supernatural_ http://twitpic.com/7jd2x - @chuckphie oh he DEFINETLY Did!  hehehehe SMUT SMUT SMUT!
0,Ahh stress   asdfjkl;
0,"@MuscleNerd When I use redsn0w on ipt1g, it goes to a blank screen after redsn0w says done. From the comments, this seems common "
1,http://twitpic.com/6tz2f - I love @mileycyrus &amp; Nick @jonasbrothers 
1,@JoLoPe you never responded..lol. 
1,"@GrowHuge Thank you, Good to have you as a new friend as well "
0,arianne has my mobile and camera. i really need them 
1,Just graduate 
0,"no, I don't wanna lose this round. "
1,waiting for my dress form! it's going to take a while though 
1,"@AspaPhoto I am the same... well peer trained, peer taught, peer learning "
1,@msLusiOuS ill sign up  ... what i gotta do?
1,@ktbizzle: http://twitpic.com/6h2f6 - i thought it was a rat j/p lol.. its freaking adorable  should've named it brandon though
1,@mvmPaula We missed you too! But glad to hear that @woodiespa is fine. We'll do the cocktails and appetizers again on Tuesday. 
1,Chatting it up in the DA chat room for photographers and getting loads of help 
0,d'oh... up with a poor boy with a sudden outbreak of hives. 
0,@dbferguson I'm so sorry to hear that!  It sounded like things were going so well! *HUGS*
1,@chloebubs lol do as you please 
0,@Wealthy23 its like 10 degrees.. booooo 
1,"@clighty &quot;And to the chick at the light...&quot;  lol, crazy "
1,just got back home from dinner. a sense of satisfaction *yumyum*  
1,is still trying to udnerstand twitter 
1,sitting here in class and it's soooooo boring. later some chilling in the garden and hopefully finding some cheap notebook for myself. 
0,@estarla yeah  and since when were the scoops almost $3? I'm just bitter.
0,@MrsAngell i'm sorry for you loss. 
0,"hic, nÃ¯Â¿Â½ng quÃ¯Â¿Â½ "
1,I'm online 
1,My boyfriend thinks I'm sexy awh (: tender  I la u babe 
0,@apalmer001 they graduate already? WOW! Hey mom told me Ash is 3 months prego.  think it's hush hush fir now though. Send pics of grad.
1,"@gilbirmingham whats your myspace, I would like to add you to my myspace #gilbirmingham "
0,@Mandyjums yup  omg
0,@Gmoney52 Yes... I'm having this follower problem too... I don't know why 
0,"@254mochacharlie 12-step program not working too well...as you can see.    yes, excited about Fremont fair tomorrow. good ppl-watching!"
1,"Listening to a one of a kind band, The Beatles! "
0,@suriarte I haven't even watched the movie yet!  will let u know. U back yet?
0,@rcs2282 please don't let your eyes fall out. You will be ugly if you do 
1,"@dbroos I do remember back in the day  I was heartbroken when they quit making 8 tracks, too  That'll confuse the younger crowd, too "
0,@GrumpyOwl Blimey! Have a beer for me being as I have forgotten what alcohol tastes like 
0,my friend adriana just left.  shes so funny it hurts. we had the hannah montana the movie soundtrack on and she was singing to me!
1,@YagoTheGnome Hello my dear! I think I'm one of the few. 
0,Im so tired and yet i cant sleep a wink. Tomorrow is gonna suck 
1,@courtieshortie4 seriously?! thats what your shirt means? are you going to keep it. i thought it meant the little guy from snoopy 
0,@jannwright right you are  AND work is crazy this week --- back in town?
1,"@camiladelfa awwg, thanks girl "
0,"@CherryxDollface stop your making me miss la too, something about the crazy fun eccentrics in la,  you just dont get them anywhere else "
0,has had a nice birthday and few days  .. now back to doing work for my exams on Thursday 
1,Happy Day! Flossedtoday.com was added to designshack.com! Made by @spitfiresky and designed by @jeromegn.  Go check out the site!! 
0,"@cloverdash Still annoyed at stuff yesterday, and having to spend most of the day at the in-laws. I want to be at home "
0,I thought I had a lesson so I went all the way to College just to find that it is a teacher training day. -.- I was told.. but forgot. 
0,I wish I could hear the new @collective_soul single &quot;Staring Down&quot; but the app gives me an error    HELP!!!
0,is wayyyy too sad for 4:30 am 
0,"arghhh, i hate being out and being BORED!...direct message me to entertain me...pllleeeeaassse! I'm so bored.   Katie &gt;^..^&lt;"
0,"@namedotcom I'm having serious problem with you. I've e-mailed support, but after few e-mails I have no response. "
0,@Maukingbird No  I had to go visit ex inlaws and stuff
0,@bivunlim sorry man! I will download from 55 again 
0,"Haven't enjoyed my house in over a month, back to work "
1,@enzoguerrero loved it  haha i only get to watch on fridays now!!!! :|
1,"@abbiiix abbieee! im sitting in catering over the road from you haha, well not over the road like in a room opposite you but..  x"
1,@officialnjonas 
0,@PharmaceutAKAl Im listening to wendy williams rite now...bored outta my mind 
1,@berndvolcker there's never an overload when you're charging 
1,back to work! 
0,@anthonyniblett will have to pare down his collection of portraits of @iwrm and bangbang 
0,On way home from brummie.. Wig wam were actually amazing.. I miss them already 
1,says i finish my performance soo good bye everyone.  http://plurk.com/p/x98gs
1,ashley need some sleep. ttyl u guys. 
0,"Evening All, have chronic back ache so feeling sorry for myself "
1,"@vobes Sounds a bit Alan Partridge  A-ha! (Good morning, by the way)"
1,Its sunny again woooo  day out again hmmmm ?.
1,@wendymindy Happy Birthday! 
1,"@mehmel mhmm, sure! what day? "
0,I haven't gone sheesha smoking in a loooong time  Maybe tomorrow? &gt; *starts planning*
0,Back to work  - catch you all later
0,@Wilunleashed Ewww!  What happened?  Or do I want to know?  
1,update time 
0,"@asos_james - aww, am glad they still do 'send drawings in' thing! Spent many hours hoping in front of Take Hart. Never got shown though "
0,Without wings again 
1,@misskittymarie thats when you slap them and tell them bad boy lol  Have a good weekend 
1,"@filmstory Huh? Isn't it June 6th and 7th...? The damn test left me a real trauma, thought I wouldn't forget the date. "
1,"SPAM! @Isabellagpqpopq - i don't believe you will really give me a blackberry storm, so you have been blocked!  #tcot"
0,at the bank. omg where is the purple car?! not here 
0,I hate rollercoaters... But today I'm going to be force to. 
1,@ohhaikelly tweetstats.com  haha hey!
0,@conoro Unfortunately I can't make it due to prior appt. in Skib.  Would have really liked to have gone.
0,"last minute panicking sets me into a &quot;just-pass-can-already&quot; mood. but before that, i've to get pass the &quot;i-know-this&quot; stage. "
0,I wish i was at the kasket krawlers show 
0,LOL That'll work! Haven't seen roy on today 
0,babysitting  does anyone know how to work this thing?
1,Craving for more Ewan. I  think it's time to continue that Star Wars marathon. 
0,@megbert i'm sorry...that is not a good feeling 
1,Harpoon Summer fest for the night ! 
0,i miss my roommate  july 17 can't come fast enough!
1,@AshRockJones Hahahahaha! YAAA OK!  You know you were looking for that mess!
1,"I finally reached my procrastination saturation point, and I'm really hammering into this paper. Hurray for minor personal victories "
1,"@BSaz hahaha she is the only one allowed to do ass kicking with her dances  i hope i can take one with her, she is just perfection."
1,@teresacalisto nothing.. I guess. Just that I am grown up now. 
0,@tabtastic I wish starting a make out session was that easy 
1,@WiggaTrigga That's so cool Jacob!  Your famous.  
1,@Zensunni ty  I have until Friday to raise the remainder!
0,bored out of my mind 
1,"omg, i havent made pizza in so long, i shall make some "
1,@ThomasSupporter haha hes a lossseeerrr NO JKJKJK i love him  i commented him back 
1,live streaming t20 (high quality) worldcup @ http://www.onlinetechtips.net/  @vimalaranjan  (pooja_bud live &gt; http://ustre.am/3ubw)
0,very hurt that people unfollowed her 
0,@jadieladie Get well soon!  Shouldn't it be against some federal code to have sick people woking on blood? n_n'
1,I am powerless against her kindness....soooo sweet 
0,i h8 myspace 
1,"@mollymari Aww thanks! And um yeah, the most amazing wedding pictures ever! How blessed are we to have such perfect pictures of that day? "
1,"Nina: Do it do it do it now!!!!!!!!!!!!!!!!! EAT ONE, YOU KNOW YOU WANT TO!!!!  Xx"
0,"Oh my goodness, the WWECD craze has actually made its way into the Urban Dictionary. Alas  http://tinyurl.com/ls8rhd"
1,"DANG IT! Forgot swedish mothers day, so I ran to Ica and bought her flowers and a card, that made her happy "
1,HAD A BBQ WITH FRIENDS AND ROAD QUADS ALL DAY 
1,"I got new trees to hang out around! I'd done such a good job of diggin' up rocks and roots, Daddy decided I needed a new spot.  It's nice "
0,"Awesome weekend. Am buggered as shit now. Got so much stuff to catch up on. For now, need sleep so badly. It's weird sleeping alone again "
0,@ameliesoleil boo.... edd is always away. its sad 
1,@AubreyODay True Life : I really want more AubreyODay Playboy Pics 
1,@naomidavis_x NICKI JONASS. hello m'dear  hows you? &lt;3
1,@queenbkelly hmm it's OK. but the other picture was better 
1,Heading back home 
1,@Ixoxotine lol i know! went to sleep at 6 am 
0,Aw  no one wants sushi. lame.
1,"@officialLatrice yeah, thatz me  u give me some comments2 "
0,"@Suzemart ahh that does suck so your literally going to run into your house, change and walk to work. "
1,VOTE FOR MEE  http://bit.ly/170oVB
1,chillin 
0,@TorontoEats Stop tempting me with all these pictures  http://twitpic.com/6cf5m looks awesome
1,@iloveicedtea ey! Watch out for that federal nigga! 
1,"@galaxite Oh, just a friend. lol. ;) the same one I referred to last time we talked. "
1,@balaji_dutt ah it's ok la...life is like that  anyway i've visited the loo and I'm a man at peace. but the place is still chaotic. re ...
0,Got my tooth pulled finally virtually painless when it happened but now OH MY FRACKIN GOD!! 
0,"@lalahhathaway unfortunately, I'm at home handling sum responsibilities. U're probly headed 4 pizza lk Frances Jaye. Wish I culd come "
0,"woke up, now can't fall back asleep..I hate when this happens "
1,@DistortedAngel maybe you can get it on layaway ... 
1,@Twisuz How could you tell? 
1,"@bitcaw Ummm, FileFront shouldn't have a problem with the file size. "
0,I wish the iPod touch had a mic 
1,wants to have crazy fun againnnnnnnnnnnnnnn  it doesnt need alcohol to get high. (hor claire? @eclairr) hahaha
0,@StacyOnBob @PhilOnBob  Your online stream is not working.  KYIS is working but not BOB.  
1,Welcome to the Mac club @barrysnedden! Another convert! 
0,Just took my computer to Geek Squad. Guess I'm offline for a couple days 
1,so i'm gunna stay up way too late cuz these bands pump me up  and they may be staying at our house
1,"well, these are Boston, MA tweeple that I #followfriday @HappyHourBoston @gobostoncom @bostontweets and a special thanks to @MassInno "
0,6-18-09 Visited the Page Museum at the La Brea Tar Pits with my Ma. Drove thru Hollywood &amp; Westwood looking for @wilw. No luck. 
0,@Ange1isa  Robert Pattinson was hit by  a cab..  http://tinyurl.com/nzozup
0,Have to say &quot;Bye&quot; to my hamster Chikki 
1,@TheEllenShow watching Kellie sing right now 
0,And now it would seem that three of my listeners like that new song of mine that I like too! Cramming paid off! I wanna go back to it! 
0,not going to prom unlike the the other 9 million seniors 
1,@iheartfrogbutt and i heart frog butt 
0,Crazy day ahead!! Gonna miss the sunshine 
1,Loving youuu. ..  hahhaa !
1,@princess_man_di  - you are obsessed 
0,"hmmm, suddenly my menus are broken :S w.t.f did i do last night "
1,"@KayeECA haha, i agree.. "
1,@ProductOfFear You can tell him that I just burst out laughing really loud because of that  Thanks for making me come out of my sulk!
0,"I'm so tired from not getting enough sleep last night, b/c of this stupid headache. "
0,I keep forgetting I am watching something on the DVR and not skipping commercials. 
0,Jealous that everyone is installing and talking about iPhone FW 3.0 and I can't install it from where I live 
1,"@MistahFAB I think that day, is today, BTW your wack for not getting back with me...  Whats the Biz?"
1,math study day today. let's hope i am able to retain tons of information!! 
1,@Lucinda_Nadiaon Shut up! Suck a lemon 
1,@DRBrooklyn730 Great haul!  I love the MUFE boutique 
1,Chillin at home 
1,wow.................................who else wanna hear me sing? 
1,@3shMae ONLINE in ym now? nope. but tommorow YES!  sorry for the late reply TM!*_* your classmate?.woah!
1,Genghis shopped till he dropped!!!  At the vet I met a family with their dog Charley. He lived for 14 years and was put to sleep toda ...
1,@team_thanh that's why shes going 
1,"@BigDaws Hi Big D, congrats on level 17 - I told you you'd do it!!!!! "
0,I never thought that i would have seperation issues @ the age of 14... Well at least not w/ a ship 
0,"Man, I hope the dev team gets a 3GS jailbreak soon. I'm getting one for the 32GB storage but want my Cydia "
0,I have confirmed: classic iPod is dead. 
0,@RyanSeacrest Tie bar!  I missed it on Wednesday. 
1,"@hygienestudent Ok, What's o.t.? (and what is it anyway  )"
0,"Eww, my new neighbor reeks of Asian fetish and diesel from his weedwhacker   His wife seems nice, though."
0,I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time 
1,recovering from my birthday! haha 
1,http://bit.ly/2mq1Yr  Shameless Self Promotion! 
0,". @stonedragonfly It was so cool, but also not for little kids, so hard to fully appreciate &amp; take my time looking at all the ephemera. "
1,Goodmorning!! Going home today 
0,i cant sleep i'm too excited 
0,"nothing, only wait, because i must go to an doctor "
0,Nikkis not texting back  xxx
0,I tripped on the stairs and now my wrist/hand hurts 
1,@debbieseraphina Nice stuff... I am moving towards Rainbows...  http://bit.ly/NtPWo
0, It seems to get harder everyday with yu so far away &lt;3
1,@NikoleCamarae: we should go hang out with mcclory today at city walk 
0,@Alisha2009 aww lol  dw babe i couldnt get tickets  i was well depressed ha still am  xx
0,Facing the &quot;what to make for dinner&quot; issue again 
0,@misstoriblack Hope you feel better soon my dear 
0,sad that S learnt the first lesson of womanhood today - May always brings lovely summer shoes but horrid sore feet 
1,"@youreyesdontlie I know :L I might go on msn, im sat here watchin sonny with a chance  stayin in 2day cos the weather is shit!"
0,@HannahBeeeee not even after smoking for 3 day would I tap that ! ha. Ahh today was hot and I worked way to much  Twitter is being GAY !!!
0,Where is food  - http://tweet.sg
0,i'm excited. @lykagonzalez missed it! 
0,@atduskgreg Infinite Jest is such a wonderful read. I haven't laughed that much while reading in a long time. DFW RIP. 
0,It's almost 11 o'clock and I haven't had dinner  There's nothing to eat.. so guess I have to bake brownies.
0,So back &quot;Coffee is a Brewing&quot;. Watching the US Open (Golf) before it gets rained out again...LOL 
0,My misses Miami 
1,is doing what he does best.. and that is being himself 
0,programming homework is making me late for work 
0,@elledenise That's the devil... What is a BB without IM 
0,I am getting a cold and it's summer. I am so #awesome 
0,hate packing 
0,"i ate waaaay to much candy today, i feel sick "
1,@oogytweet thanks for  sharing your cigs and watching Tom and Huck with me.  haha
0,"Pining for the great outdoors!  O well, back to the books "
0,@Alex_Vance @antecoyote awh man  I hope the hype is true
0,OMG!! michale myeres is sooo scarey! ewwwww....... cant stand tht dude! 
0,Tummy hurts  idk why....
1,Adam Lambert and Kris Allen are on the Morning Jolt today on xLOut radio 
1,Back from walking with the dog  need fresh cold water for me and him ^^
0,"@carael1zabeth I know you're sleeping, but work was cancelled tomorrow- do you want to hang out? I haven't seen you in forever "
1,off home  finally!
1,@Xarrion and isn't it awesome!  Still haven't watched the finale yet tho 
0,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!  
1,"Enjoy day with your cherubs. Kids City is a great option, plethora of bouncy castles (for kids, of course) + more sugar than a cane field "
1,It's 4:00AM been watching movies all night.  and drinking ice capps.! 
1,@ cuzins baby shwr!   DUCESSS
1,@aplusk oh really? try living in florida with no a/c in your car. 
1,Is not so keen on green tea after all...nothings beta than that good ol' black tea 
0,"Still sick, bummer. Making tea, relaxing, trying to get better. "
0,"speaking of cherries, http://bit.ly/8igaQ  ouch. "
0,@markin bom mesmo  ou vou bloquear o mark e o travis no twitter HEOUEHOUEHEUHEOUHEUE
0,couldn't get what i needed  but life goes on..ima keep it pushin
1,2. i wanna see how long it gets 
1,"back from weekend in #geneva, great place weather and food.Will look for a job there tomorrow! "
1,  the weather is lushhh!
1,Have to work today. Should be a fairly productive day as I am taking Red Marionette stuff to work 
1,@TerenceSmelser My hair! 
1,@GlendaWH Well it's wonderfully accessible to screen readers. 
0,#Soccer whats going on   (Soccer live &gt; http://ustre.am/2h6G)
1,"@nii87 It's in Odaiba, which is in Tokyo.... so both "
0,Glad Lee Kuan Yew doesnÃ¢ÂÂt want to see Lim Kit Siang  http://bit.ly/152vCc @walski69 @Hantulautan @Asohan @BARISANNASIONAL
0,Aaaargh! I left my phone at home  or it's in my car? but def not in my bag.....
1,@BeauEurell I think so.. saw her respond to some people awhile ago.. will let her know you said hi though 
1,@bryankannowski Sweet.  Just let me know if you have anything you would like to try!
0,My socks stink 
1,DL-ing &quot;The E.N.D&quot;  Black Eyed Peas! 
0,@westcoast_man nope...too busy today 
1,Buon giorno everyone  relaxing this morning.
1,"Waiting on G to finish the yard so we can head up to the lake.  Ahh... sunshine, rest, relaxation, fresh air... "
0,@_lightmare aww. Epic fail. 
1,"@LadyMillzzz Hey whats good? Took a quick look at your myspace, i like what i see! "
0,Change of plans! G started puking on the way to church. Turned around and came home. No Luau today. 
0,@lazywei879 hey!! good to see u here!! i wish to tho.. got a lot of problems.  sigh sigh sigh. now focus on alevel 1st!! lol
0,@MistahFABhttp://www.zshare.net/audio... new link for ice cream paint!!!!! * I love this song!!!!! it's so EASTY!!!! R.I.P Brodie 
1,@k_glitchh I would love to. Awesome Site.  HOw've u been?
1,"@TomSale Thanks for the DM, Excellent, I'll look forward to it tomorrow with the class. Lots of great things to tell them and this "
1,"@SerenityEve Also follow the @btub account, any events usually get tweeted from there. "
0,@rahulrakesh that is heavy on the system 
1,@WaDuRosario yay! you should do it. just think about the animals and it's not as hard 
